uri	original	en	language	translation	source	date
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	cs	manipulaci se surovinou zvládnete sami //n//m//f	googleTranslate	2021-10-08 10:40:15.260775
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	de	die Handhabung der Rohstoffe selbst verwalten //n//m//f	googleTranslate	2021-10-08 10:40:17.448178
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	da	selvstyre håndteringen af ​​råmaterialet //n//m//f	googleTranslate	2021-10-08 10:40:22.834444
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	hr	samostalno upravljati rukovanjem sirovinom //n//m//f	googleTranslate	2021-10-08 10:40:25.095576
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	ga	féin-bhainistiú láimhseáil an bhunábhair //n//m//f	googleTranslate	2021-10-08 10:40:29.390747
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	bg	самостоятелно управление на манипулирането на суровината //n//m//f	googleTranslate	2021-10-08 10:40:32.726454
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	mt	tmexxi lilek innifsek l-immaniġġjar tal-materja prima //n//m//f	googleTranslate	2021-10-08 10:40:37.973400
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	it	autogestire la movimentazione della materia prima //n//m//f	googleTranslate	2021-10-08 10:40:43.240812
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	no	selvstyrer håndteringen av råstoffet //n//m//f	googleTranslate	2021-10-08 10:40:46.454218
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	nl	zelf de behandeling van de grondstof beheren //n//m//f	googleTranslate	2021-10-08 10:40:51.708701
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	is	stjórna sjálf meðhöndlun fóðurefnisins //n//m//f	googleTranslate	2021-10-08 10:40:54.967717
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	lt	savarankiškai valdyti žaliavų tvarkymą //n//m//f	googleTranslate	2021-10-08 10:41:00.208736
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	el	αυτοδιαχείριση του χειρισμού της πρώτης ύλης //n//m//f	googleTranslate	2021-10-08 10:41:03.475244
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	es	autogestión del manejo de la materia prima //n//m//f	googleTranslate	2021-10-08 10:41:08.759775
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	sv	hantera själv hanteringen av råvaran //n//m//f	googleTranslate	2021-10-08 10:41:12.011970
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	sl	samoupravljati ravnanje s surovinami //n//m//f	googleTranslate	2021-10-08 10:41:14.327627
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	pl	samodzielnie zarządzać obsługą surowca //n//m//f	googleTranslate	2021-10-08 10:41:18.519756
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	ar	الإدارة الذاتية للتعامل مع المواد الأولية //n//m//f	googleTranslate	2021-10-08 10:41:22.736809
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	lv	pašpārvaldīt izejvielu apstrādi //n//m//f	googleTranslate	2021-10-08 10:41:28.032165
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	pt	autogerencie o manuseio da matéria-prima //n//m//f	googleTranslate	2021-10-08 10:41:32.291984
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	hu	önállóan kezeli az alapanyag kezelését //n//m//f	googleTranslate	2021-10-08 10:41:35.534608
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	fi	hallita itse raaka-aineen käsittelyä //n//m//f	googleTranslate	2021-10-08 10:41:39.805914
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	sk	zvládnuť manipuláciu so vstupnou surovinou sám //n//m//f	googleTranslate	2021-10-08 10:41:44.119639
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	et	ise hallata lähteaine käitlemist //n//m//f	googleTranslate	2021-10-08 10:41:48.363215
http://data.europa.eu/esco/skill/c2361bea-ce5e-42b5-9af9-0e3e46c48577	self-manage the handling of the feedstock	en	fr	autogérer la manipulation de la matière première //n//m//f	googleTranslate	2021-10-08 10:41:52.701672
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install RACHP equipment	en	hr	instalirati opremu RACHP //n//m//f	googleTranslate	2021-10-08 10:42:14.900481
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install RACHP equipment	en	ga	trealamh RACHP a shuiteáil //n//m//f	googleTranslate	2021-10-08 10:42:17.142468
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install RACHP equipment	en	mt	installa t-tagħmir RACHP //n//m//f	googleTranslate	2021-10-08 10:42:22.612278
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install RACHP equipment	en	no	installere RACHP-utstyr //n//m//f	googleTranslate	2021-10-08 10:42:29.094199
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install RACHP equipment	en	is	setja upp RACHP búnað //n//m//f	googleTranslate	2021-10-08 10:42:36.579460
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install RACHP equipment	en	ar	تثبيت معدات RACHP //n//m//f	googleTranslate	2021-10-08 10:42:59.231355
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling equipment	en	hr	instalirati rashladnu opremu //n//m//f	googleTranslate	2021-10-08 10:43:50.182913
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling equipment	en	ga	trealamh fuaraithe a shuiteáil //n//m//f	googleTranslate	2021-10-08 10:43:54.347559
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling equipment	en	mt	installa tagħmir li jkessaħ //n//m//f	googleTranslate	2021-10-08 10:44:00.774848
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling equipment	en	no	installere kjøleutstyr //n//m//f	googleTranslate	2021-10-08 10:44:08.148668
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling equipment	en	is	setja upp kælibúnað //n//m//f	googleTranslate	2021-10-08 10:44:13.616114
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling equipment	en	ar	تركيب معدات التبريد //n//m//f	googleTranslate	2021-10-08 10:44:40.441005
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install air condition equipment	en	hr	instalirati opremu za klimatizaciju //n//m//f	googleTranslate	2021-10-08 10:45:26.196032
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install air condition equipment	en	ga	trealamh aerchóirithe a shuiteáil //n//m//f	googleTranslate	2021-10-08 10:45:29.439932
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install air condition equipment	en	mt	installa tagħmir għall-kundizzjoni ta 'l-arja //n//m//f	googleTranslate	2021-10-08 10:45:36.902598
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install air condition equipment	en	no	installere klimaanlegg //n//m//f	googleTranslate	2021-10-08 10:45:45.317767
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install air condition equipment	en	is	setja upp loftræstibúnað //n//m//f	googleTranslate	2021-10-08 10:45:51.722028
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install air condition equipment	en	ar	تركيب معدات التكييف //n//m//f	googleTranslate	2021-10-08 10:46:13.268043
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling heat pump system	en	hr	instalirajte sustav toplinske pumpe za hlađenje //n//m//f	googleTranslate	2021-10-08 10:47:01.026070
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling heat pump system	en	ga	suiteáil córas caidéil teasa fuaraithe //n//m//f	googleTranslate	2021-10-08 10:47:06.253135
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling heat pump system	en	mt	installa sistema ta 'pompa tas-sħana li tkessaħ //n//m//f	googleTranslate	2021-10-08 10:47:12.650742
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling heat pump system	en	no	installere kjølevarmepumpesystem //n//m//f	googleTranslate	2021-10-08 10:47:22.071214
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling heat pump system	en	is	setja upp kælivarmadælukerfi //n//m//f	googleTranslate	2021-10-08 10:47:29.475277
http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97	install cooling heat pump system	en	ar	تثبيت نظام مضخة حرارة التبريد //n//m//f	googleTranslate	2021-10-08 10:47:56.073284
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	ro	fabricarea pieselor metalice AM //n//m//f	googleTranslate	2021-10-08 10:48:30.050775
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	cs	výroba kovových AM dílů //n//m//f	googleTranslate	2021-10-08 10:48:33.261601
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	de	Herstellung von AM-Metallteilen //n//m//f	googleTranslate	2021-10-08 10:48:37.548557
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	da	fremstilling af metal AM-dele //n//m//f	googleTranslate	2021-10-08 10:48:41.785365
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	hr	proizvodnja metalnih AM dijelova //n//m//f	googleTranslate	2021-10-08 10:48:47.040293
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	ga	páirteanna miotail AM a mhonarú //n//m//f	googleTranslate	2021-10-08 10:48:50.264439
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	bg	производство на метални AM части //n//m//f	googleTranslate	2021-10-08 10:48:52.548036
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	mt	timmanifattura partijiet tal-metall AM //n//m//f	googleTranslate	2021-10-08 10:48:56.768905
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	it	produrre parti AM in metallo //n//m//f	googleTranslate	2021-10-08 10:48:59.014476
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	no	produsere metall AM-deler //n//m//f	googleTranslate	2021-10-08 10:49:02.272805
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	nl	vervaardiging van metalen AM-onderdelen; //n//m//f	googleTranslate	2021-10-08 10:49:06.471223
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	is	framleiða AM hlutar úr málmi //n//m//f	googleTranslate	2021-10-08 10:49:08.643586
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	lt	gaminti metalines AM dalis //n//m//f	googleTranslate	2021-10-08 10:49:12.879361
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	el	κατασκευή μεταλλικών εξαρτημάτων ΑΜ //n//m//f	googleTranslate	2021-10-08 10:49:18.167537
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	es	fabricar piezas de metal AM //n//m//f	googleTranslate	2021-10-08 10:49:21.390870
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	sv	tillverkar metall-AM-delar //n//m//f	googleTranslate	2021-10-08 10:49:24.624043
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	sl	izdelava kovinskih delov AM //n//m//f	googleTranslate	2021-10-08 10:49:27.828972
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	pl	produkcja metalowych części AM //n//m//f	googleTranslate	2021-10-08 10:49:32.099240
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	ar	تصنيع القطع المعدنية AM //n//m//f	googleTranslate	2021-10-08 10:49:34.406737
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	lv	ražot metāla AM detaļas //n//m//f	googleTranslate	2021-10-08 10:49:39.769407
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	pt	fabricar peças de metal AM //n//m//f	googleTranslate	2021-10-08 10:49:43.117228
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	hu	fém AM alkatrészek gyártása //n//m//f	googleTranslate	2021-10-08 10:49:47.677108
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	fi	valmistaa metallisia AM-osia //n//m//f	googleTranslate	2021-10-08 10:49:52.928030
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	sk	výroba kovových AM dielov //n//m//f	googleTranslate	2021-10-08 10:49:58.153144
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	et	toota metallist AM-osi //n//m//f	googleTranslate	2021-10-08 10:50:03.565046
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM parts	en	fr	fabriquer des pièces AM en métal //n//m//f	googleTranslate	2021-10-08 10:50:08.825466
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	ro	fabricarea componentelor AM din metal //n//m//f	googleTranslate	2021-10-08 10:50:11.009564
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	cs	vyrábět kovové AM komponenty //n//m//f	googleTranslate	2021-10-08 10:50:16.261071
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	de	Herstellung von AM-Komponenten aus Metall //n//m//f	googleTranslate	2021-10-08 10:50:19.492077
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	da	fremstilling af metal AM-komponenter //n//m//f	googleTranslate	2021-10-08 10:50:24.996074
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	hr	proizvodnja metalnih AM komponenti //n//m//f	googleTranslate	2021-10-08 10:50:29.188635
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	ga	comhpháirteanna miotail AM a mhonarú //n//m//f	googleTranslate	2021-10-08 10:50:32.457358
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	bg	производство на метални AM компоненти //n//m//f	googleTranslate	2021-10-08 10:50:35.989716
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	mt	timmanifattura komponenti AM tal-metall //n//m//f	googleTranslate	2021-10-08 10:50:39.227119
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	it	produrre componenti AM in metallo //n//m//f	googleTranslate	2021-10-08 10:50:45.442021
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	no	produsere metall AM-komponenter //n//m//f	googleTranslate	2021-10-08 10:50:49.662921
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	nl	fabricage van metalen AM-componenten; //n//m//f	googleTranslate	2021-10-08 10:50:52.900656
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	is	framleiða málm AM íhluti //n//m//f	googleTranslate	2021-10-08 10:50:55.162224
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	lt	gaminti metalinius AM komponentus //n//m//f	googleTranslate	2021-10-08 10:51:00.407030
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	el	κατασκευή μεταλλικών εξαρτημάτων ΑΜ //n//m//f	googleTranslate	2021-10-08 10:51:02.672686
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	es	fabricar componentes metálicos AM //n//m//f	googleTranslate	2021-10-08 10:51:05.898126
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	sv	tillverkar metall-AM-komponenter //n//m//f	googleTranslate	2021-10-08 10:51:10.161416
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	sl	izdelujejo kovinske komponente AM //n//m//f	googleTranslate	2021-10-08 10:51:12.382556
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	pl	produkuje metalowe komponenty AM //n//m//f	googleTranslate	2021-10-08 10:51:17.591471
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	ar	تصنيع مكونات AM المعدنية //n//m//f	googleTranslate	2021-10-08 10:51:20.859596
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	lv	ražot metāla AM detaļas //n//m//f	googleTranslate	2021-10-08 10:51:26.079047
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	pt	fabricar componentes de metal AM //n//m//f	googleTranslate	2021-10-08 10:51:29.679777
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	hu	fém AM alkatrészek gyártása //n//m//f	googleTranslate	2021-10-08 10:51:36.485987
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	fi	valmistaa metallisia AM-komponentteja //n//m//f	googleTranslate	2021-10-08 10:51:41.275897
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	sk	výroba kovových komponentov AM //n//m//f	googleTranslate	2021-10-08 10:51:43.549036
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	et	toota metallist AM komponente //n//m//f	googleTranslate	2021-10-08 10:51:47.110584
http://data.europa.eu/esco/skill/b0260a5d-e452-4d97-815d-2fbba2725e0c	manufacture metal AM components	en	fr	fabriquer des composants AM en métal //n//m//f	googleTranslate	2021-10-08 10:51:52.994653
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	ro	metode de postprocesare de fabricație aditivă //n//m//f	googleTranslate	2021-10-08 10:51:58.158925
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	cs	aditivum Metody postprocesu výroby //n//m//f	googleTranslate	2021-10-08 10:52:01.417635
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	de	Nachbearbeitungsmethoden der additiven Fertigung //n//m//f	googleTranslate	2021-10-08 10:52:04.653837
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	da	additiv Fremstillingsmetoder efter behandling //n//m//f	googleTranslate	2021-10-08 10:52:08.865014
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	hr	aditiv Metode naknadne obrade proizvodnje //n//m//f	googleTranslate	2021-10-08 10:52:13.104665
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	ga	breiseáin Modhanna iarphróiseála déantúsaíochta //n//m//f	googleTranslate	2021-10-08 10:52:16.363367
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	bg	добавка Производствени методи за последваща обработка //n//m//f	googleTranslate	2021-10-08 10:52:18.603845
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	mt	metodi ta 'wara l-ipproċessar tal-Manifattura Addittiva //n//m//f	googleTranslate	2021-10-08 10:52:21.826523
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	it	metodi di post-elaborazione della produzione additiva //n//m//f	googleTranslate	2021-10-08 10:52:27.016125
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	no	additiv Produksjonsmetoder for etterbehandling //n//m//f	googleTranslate	2021-10-08 10:52:29.313840
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	nl	additieve productiemethoden voor nabewerking: //n//m//f	googleTranslate	2021-10-08 10:52:33.553315
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	is	aukefni Framleiðslu eftirvinnsluaðferðir //n//m//f	googleTranslate	2021-10-08 10:52:37.760591
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	lt	priedų gamybos po apdorojimo metodai //n//m//f	googleTranslate	2021-10-08 10:52:41.999726
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	el	πρόσθετο Μέθοδοι παρασκευής μετά την επεξεργασία //n//m//f	googleTranslate	2021-10-08 10:52:45.182524
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	es	métodos de posprocesamiento de fabricación aditiva //n//m//f	googleTranslate	2021-10-08 10:52:50.418784
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	sv	tillsats Tillverkningsmetoder för efterbehandling //n//m//f	googleTranslate	2021-10-08 10:52:54.637968
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	sl	dodatki Metode naknadne obdelave proizvodnje //n//m//f	googleTranslate	2021-10-08 10:52:57.843240
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	pl	addytywne metody obróbki końcowej produkcji //n//m//f	googleTranslate	2021-10-08 10:53:00.055896
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	ar	طرق المعالجة اللاحقة التصنيع المضافة //n//m//f	googleTranslate	2021-10-08 10:53:03.277721
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	lv	piedevas Ražošanas pēcapstrādes metodes //n//m//f	googleTranslate	2021-10-08 10:53:07.510663
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	pt	Métodos de pós-processamento de fabricação de aditivos //n//m//f	googleTranslate	2021-10-08 10:53:09.712703
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	hu	adalékanyag Gyártás utólagos feldolgozási módszerek //n//m//f	googleTranslate	2021-10-08 10:53:14.986324
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	fi	lisäaine Valmistuksen jälkikäsittelymenetelmät //n//m//f	googleTranslate	2021-10-08 10:53:18.192439
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	sk	aditívum Metódy dodatočného spracovania //n//m//f	googleTranslate	2021-10-08 10:53:23.388536
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	et	lisaainete tootmise järeltöötlusmeetodid //n//m//f	googleTranslate	2021-10-08 10:53:28.589171
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	additive Manufacturing post processing methods	en	fr	Méthodes de post-traitement de la fabrication additive //n//m//f	googleTranslate	2021-10-08 10:53:31.779293
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	conduct AM post processing activities	en	hr	obavljati aktivnosti naknadne obrade AM //n//m//f	googleTranslate	2021-10-08 10:53:48.928036
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	conduct AM post processing activities	en	ga	gníomhaíochtaí iarphróiseála AM a dhéanamh //n//m//f	googleTranslate	2021-10-08 10:53:54.182783
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	conduct AM post processing activities	en	mt	twettaq attivitajiet ta 'wara l-ipproċessar AM //n//m//f	googleTranslate	2021-10-08 10:54:04.697169
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137	conduct AM post processing activities	en	no	utføre AM etterbehandling aktiviteter //n//m//f	googleTranslate	2021-10-08 10:54:13.220597
