index	uri	original	en	language	translation	source	date
3188	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore facilities	en	pt	instalações offshore //n//m//f	googleTranslate	2021-10-08 13:21:15.752149
3189	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore facilities	en	hu	tengeri létesítmények //n//m//f	googleTranslate	2021-10-08 13:21:20.038800
3190	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore facilities	en	fi	offshore-tilat //n//m//f	googleTranslate	2021-10-08 13:21:23.334948
3191	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore facilities	en	sk	offshore zariadenia //n//m//f	googleTranslate	2021-10-08 13:21:27.637414
3192	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore facilities	en	et	avamererajatised //n//m//f	googleTranslate	2021-10-08 13:21:29.896379
3193	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore facilities	en	fr	installations offshore //n//m//f	googleTranslate	2021-10-08 13:21:35.185438
3194	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	ro	ferme de vant //n//m//f	googleTranslate	2021-10-08 13:21:39.412632
3195	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	cs	větrné farmy //n//m//f	googleTranslate	2021-10-08 13:21:42.625583
3196	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	de	Windparks //n//m//f	googleTranslate	2021-10-08 13:21:47.819893
3198	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	hr	vjetroelektrana //n//m//f	googleTranslate	2021-10-08 13:21:57.166668
3199	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	ga	feirmeacha gaoithe //n//m//f	googleTranslate	2021-10-08 13:22:00.417721
3200	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	bg	вятърни паркове //n//m//f	googleTranslate	2021-10-08 13:22:02.582015
3201	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	mt	wind farms //n//m//f	googleTranslate	2021-10-08 13:22:05.811203
3202	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	it	centrali eoliche //n//m//f	googleTranslate	2021-10-08 13:22:10.989507
3205	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	is	vindorkuver //n//m//f	googleTranslate	2021-10-08 13:22:24.557181
3207	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	el	αιολικά πάρκα //n//m//f	googleTranslate	2021-10-08 13:22:31.885576
3208	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	es	parques eólicos //n//m//f	googleTranslate	2021-10-08 13:22:34.066340
3209	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	sv	Vindkraftverk //n//m//f	googleTranslate	2021-10-08 13:22:37.243184
3210	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	sl	vetrne farme //n//m//f	googleTranslate	2021-10-08 13:22:39.398395
3211	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	pl	farmy wiatrowe //n//m//f	googleTranslate	2021-10-08 13:22:42.574849
3212	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	ar	مزارع الرياح //n//m//f	googleTranslate	2021-10-08 13:22:47.727964
3213	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	lv	vēja ģeneratori //n//m//f	googleTranslate	2021-10-08 13:22:50.902858
3215	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	hu	szél Farm //n//m//f	googleTranslate	2021-10-08 13:22:56.247605
3216	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	fi	tuulivoimala //n//m//f	googleTranslate	2021-10-08 13:22:58.424130
3217	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	sk	veterné farmy //n//m//f	googleTranslate	2021-10-08 13:23:01.606956
3218	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	et	tuulefarmid //n//m//f	googleTranslate	2021-10-08 13:23:05.785624
3219	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	wind farms	en	fr	parcs éoliens //n//m//f	googleTranslate	2021-10-08 13:23:09.962556
3220	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	ro	structuri offshore //n//m//f	googleTranslate	2021-10-08 13:23:13.200506
3221	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	cs	pobřežní struktury //n//m//f	googleTranslate	2021-10-08 13:23:17.432155
3222	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	de	Offshore-Strukturen //n//m//f	googleTranslate	2021-10-08 13:23:20.649911
3223	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	da	offshore strukturer //n//m//f	googleTranslate	2021-10-08 13:23:22.896384
3224	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	hr	obalne strukture //n//m//f	googleTranslate	2021-10-08 13:23:28.151709
3225	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	ga	struchtúir amach ón gcósta //n//m//f	googleTranslate	2021-10-08 13:23:30.399086
3226	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	bg	офшорни структури //n//m//f	googleTranslate	2021-10-08 13:23:35.647301
3227	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	mt	strutturi offshore //n//m//f	googleTranslate	2021-10-08 13:23:40.856391
3228	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	it	strutture offshore //n//m//f	googleTranslate	2021-10-08 13:23:45.034840
3229	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	no	offshore strukturer //n//m//f	googleTranslate	2021-10-08 13:23:50.307668
3230	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	nl	offshore constructies //n//m//f	googleTranslate	2021-10-08 13:23:52.476506
3231	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	is	mannvirki á hafi úti //n//m//f	googleTranslate	2021-10-08 13:23:57.749351
3232	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	lt	jūros struktūros //n//m//f	googleTranslate	2021-10-08 13:23:59.990047
3233	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	el	υπεράκτιες δομές //n//m//f	googleTranslate	2021-10-08 13:24:05.227423
3234	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	es	Estructuras Costa Afuera //n//m//f	googleTranslate	2021-10-08 13:24:09.421974
3235	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	sv	offshore strukturer //n//m//f	googleTranslate	2021-10-08 13:24:12.642688
3236	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	sl	na morju //n//m//f	googleTranslate	2021-10-08 13:24:17.922943
3237	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	pl	konstrukcje offshore //n//m//f	googleTranslate	2021-10-08 13:24:23.163733
3238	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	ar	الهياكل البحرية //n//m//f	googleTranslate	2021-10-08 13:24:25.373153
3239	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	lv	jūras struktūras //n//m//f	googleTranslate	2021-10-08 13:24:30.619233
3240	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	pt	estruturas offshore //n//m//f	googleTranslate	2021-10-08 13:24:33.882271
3241	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	hu	tengeri struktúrák //n//m//f	googleTranslate	2021-10-08 13:24:38.129311
3242	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	fi	offshore-rakenteita //n//m//f	googleTranslate	2021-10-08 13:24:41.347665
3243	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	sk	offshore štruktúry //n//m//f	googleTranslate	2021-10-08 13:24:43.595262
3244	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	et	avamere struktuurid //n//m//f	googleTranslate	2021-10-08 13:24:45.782501
3245	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore structures	en	fr	structures offshore //n//m//f	googleTranslate	2021-10-08 13:24:48.952778
3246	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	ro	platforme petroliere //n//m//f	googleTranslate	2021-10-08 13:24:51.144748
3247	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	cs	ropné plošiny //n//m//f	googleTranslate	2021-10-08 13:24:53.356730
3248	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	de	Ölplattformen //n//m//f	googleTranslate	2021-10-08 13:24:55.616718
3249	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	da	olieplatforme //n//m//f	googleTranslate	2021-10-08 13:24:59.875605
3250	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	hr	naftne platforme //n//m//f	googleTranslate	2021-10-08 13:25:03.130565
3251	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	ga	ardáin ola //n//m//f	googleTranslate	2021-10-08 13:25:05.384771
3252	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	bg	петролни платформи //n//m//f	googleTranslate	2021-10-08 13:25:07.613399
3253	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	mt	pjattaformi taż-żejt //n//m//f	googleTranslate	2021-10-08 13:25:11.815549
3254	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	it	piattaforme petrolifere //n//m//f	googleTranslate	2021-10-08 13:25:15.020925
3255	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	no	oljeplattformer //n//m//f	googleTranslate	2021-10-08 13:25:18.260447
3256	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	nl	olieplatforms //n//m//f	googleTranslate	2021-10-08 13:25:22.481970
3257	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	is	olíupallar //n//m//f	googleTranslate	2021-10-08 13:25:27.738963
3258	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	lt	alyvos platformos //n//m//f	googleTranslate	2021-10-08 13:25:29.915296
3259	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	el	πλατφόρμες πετρελαίου //n//m//f	googleTranslate	2021-10-08 13:25:33.119801
3260	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	es	plataformas petroleras //n//m//f	googleTranslate	2021-10-08 13:25:36.433513
3261	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	sv	oljeplattformar //n//m//f	googleTranslate	2021-10-08 13:25:40.644884
3262	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	sl	naftne platforme //n//m//f	googleTranslate	2021-10-08 13:25:45.889678
3263	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	pl	platformy wiertnicze //n//m//f	googleTranslate	2021-10-08 13:25:51.154177
3264	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	ar	منصات النفط //n//m//f	googleTranslate	2021-10-08 13:25:55.362625
3265	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	lv	eļļas platformas //n//m//f	googleTranslate	2021-10-08 13:25:59.592791
3266	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	pt	plataformas de petróleo //n//m//f	googleTranslate	2021-10-08 13:26:03.849764
3267	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	hu	olajplatformok //n//m//f	googleTranslate	2021-10-08 13:26:06.095189
3268	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	fi	öljylavat //n//m//f	googleTranslate	2021-10-08 13:26:10.287435
3269	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	sk	ropné plošiny //n//m//f	googleTranslate	2021-10-08 13:26:15.536114
3270	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	et	õliplatvormid //n//m//f	googleTranslate	2021-10-08 13:26:19.729108
3271	http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	oil platforms	en	fr	plates-formes pétrolières //n//m//f	googleTranslate	2021-10-08 13:26:22.967967
3272	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	ro	lumină artificială și consum de energie //n//m//f	googleTranslate	2021-10-08 13:26:25.173978
3273	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	cs	umělé světlo a spotřeba energie //n//m//f	googleTranslate	2021-10-08 13:26:30.408470
3274	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	de	Kunstlicht und Stromverbrauch //n//m//f	googleTranslate	2021-10-08 13:26:35.660153
3275	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	da	kunstigt lys og strømforbrug //n//m//f	googleTranslate	2021-10-08 13:26:37.921729
3276	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	hr	umjetno svjetlo i potrošnja energije //n//m//f	googleTranslate	2021-10-08 13:26:40.170497
3277	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	ga	solas saorga agus tomhaltas cumhachta //n//m//f	googleTranslate	2021-10-08 13:26:44.430254
3278	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	bg	изкуствена светлина и консумация на енергия //n//m//f	googleTranslate	2021-10-08 13:26:47.639862
3279	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	mt	dawl artifiċjali u konsum ta 'enerġija //n//m//f	googleTranslate	2021-10-08 13:26:51.824873
3280	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	it	luce artificiale e consumo energetico //n//m//f	googleTranslate	2021-10-08 13:26:55.065191
3281	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	no	kunstig lys og strømforbruk //n//m//f	googleTranslate	2021-10-08 13:26:58.297065
3282	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	nl	kunstlicht en stroomverbruik //n//m//f	googleTranslate	2021-10-08 13:27:00.537097
3283	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	is	gerviljós og orkunotkun //n//m//f	googleTranslate	2021-10-08 13:27:03.796917
3284	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	lt	dirbtinė šviesa ir energijos suvartojimas //n//m//f	googleTranslate	2021-10-08 13:27:06.028194
3285	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	el	τεχνητό φως και κατανάλωση ενέργειας //n//m//f	googleTranslate	2021-10-08 13:27:08.225061
3286	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	es	luz artificial y consumo de energía //n//m//f	googleTranslate	2021-10-08 13:27:12.467414
3287	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	sv	artificiellt ljus och strömförbrukning //n//m//f	googleTranslate	2021-10-08 13:27:17.664727
3288	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	sl	umetna svetloba in poraba energije //n//m//f	googleTranslate	2021-10-08 13:27:20.891427
3289	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	pl	sztuczne światło i zużycie energii //n//m//f	googleTranslate	2021-10-08 13:27:23.108443
3290	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	ar	ضوء اصطناعي واستهلاك الطاقة //n//m//f	googleTranslate	2021-10-08 13:27:26.319420
3291	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	lv	mākslīgā gaisma un enerģijas patēriņš //n//m//f	googleTranslate	2021-10-08 13:27:29.566830
3292	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	pt	luz artificial e consumo de energia //n//m//f	googleTranslate	2021-10-08 13:27:33.813235
3293	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	hu	mesterséges fény és energiafogyasztás //n//m//f	googleTranslate	2021-10-08 13:27:37.058870
3294	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	fi	keinotekoinen valo ja virrankulutus //n//m//f	googleTranslate	2021-10-08 13:27:41.299983
3295	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	sk	umelé svetlo a spotreba energie //n//m//f	googleTranslate	2021-10-08 13:27:45.538349
3296	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	et	kunstlik valgus ja energiatarve //n//m//f	googleTranslate	2021-10-08 13:27:49.759978
3297	http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial light and power consumption	en	fr	lumière artificielle et consommation électrique //n//m//f	googleTranslate	2021-10-08 13:27:55.001434
3298	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	ro	energia biogazului //n//m//f	googleTranslate	2021-10-08 13:27:57.214356
3299	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	cs	energie z bioplynu //n//m//f	googleTranslate	2021-10-08 13:28:00.425923
3300	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	de	Biogasenergie //n//m//f	googleTranslate	2021-10-08 13:28:04.641908
3301	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	da	biogas energi //n//m//f	googleTranslate	2021-10-08 13:28:09.916075
3302	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	hr	energija bioplina //n//m//f	googleTranslate	2021-10-08 13:28:13.128773
3303	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	ga	fuinneamh bithgháis //n//m//f	googleTranslate	2021-10-08 13:28:16.362338
3304	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	bg	енергия от биогаз //n//m//f	googleTranslate	2021-10-08 13:28:18.579780
3305	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	mt	enerġija tal-bijogass //n//m//f	googleTranslate	2021-10-08 13:28:20.828128
3306	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	it	energia da biogas //n//m//f	googleTranslate	2021-10-08 13:28:23.036982
3307	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	no	biogass energi //n//m//f	googleTranslate	2021-10-08 13:28:27.273644
3308	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	nl	biogas energie //n//m//f	googleTranslate	2021-10-08 13:28:32.426863
3309	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	is	lífgasorku //n//m//f	googleTranslate	2021-10-08 13:28:34.649696
3310	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	lt	biodujų energijos //n//m//f	googleTranslate	2021-10-08 13:28:36.858570
3311	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	el	ενέργεια βιοαερίου //n//m//f	googleTranslate	2021-10-08 13:28:40.052256
3312	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	es	energía de biogás //n//m//f	googleTranslate	2021-10-08 13:28:43.295653
3313	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	sv	biogas energi //n//m//f	googleTranslate	2021-10-08 13:28:47.556048
3314	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	sl	energija bioplina //n//m//f	googleTranslate	2021-10-08 13:28:50.780621
3315	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	pl	energia biogazowa //n//m//f	googleTranslate	2021-10-08 13:28:54.021899
3316	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	ar	طاقة الغاز الحيوي //n//m//f	googleTranslate	2021-10-08 13:28:58.233863
3317	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	lv	biogāzes enerģija //n//m//f	googleTranslate	2021-10-08 13:29:00.459616
3318	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	pt	energia do biogás //n//m//f	googleTranslate	2021-10-08 13:29:05.718233
3319	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	hu	biogáz energia //n//m//f	googleTranslate	2021-10-08 13:29:10.946318
3320	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	fi	biokaasun energiaa //n//m//f	googleTranslate	2021-10-08 13:29:15.147010
3321	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	sk	bioplynová energia //n//m//f	googleTranslate	2021-10-08 13:29:17.391675
3322	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	et	biogaasi energia //n//m//f	googleTranslate	2021-10-08 13:29:19.603219
3323	http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy	en	fr	énergie biogaz //n//m//f	googleTranslate	2021-10-08 13:29:24.847761
3324	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	ro	cap //n//m//f	googleTranslate	2021-10-08 13:29:29.029872
3325	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	cs	chp //n//m//f	googleTranslate	2021-10-08 13:29:34.225061
3326	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	de	chp //n//m//f	googleTranslate	2021-10-08 13:29:39.393821
3327	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	da	chp //n//m//f	googleTranslate	2021-10-08 13:29:41.552398
3328	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	hr	chp //n//m//f	googleTranslate	2021-10-08 13:29:44.712989
3329	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	ga	chp //n//m//f	googleTranslate	2021-10-08 13:29:49.940426
3330	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	bg	chp //n//m//f	googleTranslate	2021-10-08 13:29:54.115367
3331	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	mt	chp //n//m//f	googleTranslate	2021-10-08 13:29:59.405530
3332	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	it	cap //n//m//f	googleTranslate	2021-10-08 13:30:01.587204
3333	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	no	chp //n//m//f	googleTranslate	2021-10-08 13:30:05.856540
3334	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	nl	chp //n//m//f	googleTranslate	2021-10-08 13:30:09.090387
3335	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	is	chp //n//m//f	googleTranslate	2021-10-08 13:30:14.322781
3336	http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	chp	en	lt	chp //n//m//f	googleTranslate	2021-10-08 13:30:16.568994
